movieId,title,original_language,vote_average,vote_count,popularity,poster_path,userId,rating
27205,Inception,en,8.1,14075.0,29.108149,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,41190,3.0
27205,Inception,en,8.1,14075.0,29.108149,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,45811,4.0
27205,Inception,en,8.1,14075.0,29.108149,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,225396,4.5
27205,Inception,en,8.1,14075.0,29.108149,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,243331,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,346,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,2531,2.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,5102,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,6201,5.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,6513,3.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,6823,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,7238,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,8273,2.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,8659,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,9144,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,9488,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,9682,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,10690,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,11704,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,12962,2.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,13763,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,13839,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,15070,2.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,16886,1.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,17798,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,18037,3.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,18151,1.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,18762,5.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,20575,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,20963,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,21608,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,21962,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,22295,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,24190,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,24320,4.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,25913,3.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,27997,2.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,29611,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,30079,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,30415,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,32984,2.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,34117,2.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,34949,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,36677,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,37116,3.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,38912,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,39216,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,39782,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,40465,3.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,41195,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,42211,5.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,42671,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,44628,2.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,45484,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,45686,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,45811,1.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,46156,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,46200,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,47435,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,47498,5.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,47547,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,47892,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,49092,2.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,49309,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,49898,2.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,50105,1.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,50783,3.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,54223,3.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,55013,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,56400,3.5
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,57937,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,58176,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,58373,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,58487,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,58683,3.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,59554,4.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,59908,2.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,60819,2.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,61178,5.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,62640,2.0
155,The Dark Knight,en,8.3,12269.0,123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,63599,4.0
